ix,iy,clng,clat,town,anchor_count,anchor_names,mentions_sum,oai_sum,poi_count,avg_rating,review_total,culture,tourism,mismatch,category
37,7,113.00675,22.83175,丹灶镇,0,,0.0,0.0,6,4.0,1,0.0,35.07,35.07,一般地带
83,66,113.21375,23.09725,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
79,56,113.19575,23.05225,桂城街道,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
25,12,112.95275,22.85425,九江镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
63,61,113.12375,23.07475,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
28,37,112.96625,22.96675,西樵镇,0,,0.0,0.0,9,5.0,0,0.0,37.15,37.15,一般地带
38,68,113.01125,23.10625,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
73,56,113.16875,23.05225,桂城街道,0,,0.0,0.0,5,4.3,4,0.0,41.17,41.17,一般地带
72,86,113.16425,23.18725,里水镇,0,,0.0,0.0,1,4.5,1,0.0,27.74,27.74,一般地带
55,72,113.08775,23.12425,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
38,24,113.01125,22.90825,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
35,75,112.99775,23.13775,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
80,70,113.20025,23.11525,里水镇,0,,0.0,0.0,6,0.0,0,0.0,14.5,14.5,双低空白
32,62,112.98425,23.07925,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
13,32,112.89875,22.94425,西樵镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
68,78,113.14625,23.15125,里水镇,0,,0.0,0.0,1,4.5,1,0.0,27.74,27.74,一般地带
60,81,113.11025,23.16475,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
56,73,113.09225,23.12875,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
68,63,113.14625,23.08375,里水镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
30,53,112.97525,23.03875,丹灶镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
38,71,113.01125,23.11975,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
47,56,113.05175,23.05225,狮山镇,0,,0.0,0.0,2,4.3,1,0.0,29.96,29.96,一般地带
64,62,113.12825,23.07925,桂城街道,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
79,55,113.19575,23.04775,桂城街道,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
66,58,113.13725,23.06125,桂城街道,0,,0.0,0.0,10,3.6,1,0.0,36.84,36.84,一般地带
43,53,113.03375,23.03875,丹灶镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
39,60,113.01575,23.07025,狮山镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
42,52,113.02925,23.03425,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
36,15,113.00225,22.86775,九江镇,0,,0.0,0.0,2,3.3,2,0.0,28.64,28.64,一般地带
81,48,113.20475,23.01625,桂城街道,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
64,65,113.12825,23.09275,里水镇,0,,0.0,0.0,3,3.8,0,0.0,25.53,25.53,一般地带
85,52,113.22275,23.03425,桂城街道,0,,0.0,0.0,6,0.0,0,0.0,14.5,14.5,双低空白
63,82,113.12375,23.16925,里水镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
80,69,113.20025,23.11075,里水镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
58,107,113.10125,23.28175,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
34,9,112.99325,22.84075,九江镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
78,54,113.19125,23.04325,桂城街道,0,,0.0,0.0,13,0.0,0,0.0,19.66,19.66,双低空白
23,37,112.94375,22.96675,西樵镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
24,47,112.94825,23.01175,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
70,91,113.15525,23.20975,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
41,68,113.02475,23.10625,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
25,37,112.95275,22.96675,西樵镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
73,63,113.16875,23.08375,大沥镇,0,,0.0,0.0,9,0.0,0,0.0,17.15,17.15,双低空白
43,26,113.03375,22.91725,九江镇,0,,0.0,0.0,2,4.2,1,0.0,29.56,29.56,一般地带
37,14,113.00675,22.86325,九江镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
20,36,112.93025,22.96225,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
66,100,113.13725,23.25025,里水镇,0,,0.0,0.0,15,0.0,0,0.0,20.66,20.66,双低空白
57,88,113.09675,23.19625,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
71,71,113.15975,23.11975,里水镇,0,,0.0,0.0,2,3.4,1,0.0,26.36,26.36,一般地带
22,58,112.93925,23.06125,狮山镇,0,,0.0,0.0,9,0.0,0,0.0,17.15,17.15,双低空白
21,64,112.93475,23.08825,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
32,8,112.98425,22.83625,丹灶镇,0,,0.0,0.0,7,0.0,1,0.0,20.07,20.07,双低空白
26,36,112.95725,22.96225,丹灶镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
65,98,113.13275,23.24125,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
61,70,113.11475,23.11525,大沥镇,0,,0.0,0.0,11,4.1,1,0.0,39.49,39.49,一般地带
27,50,112.96175,23.02525,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
41,8,113.02475,22.83625,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
55,63,113.08775,23.08375,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
40,10,113.02025,22.84525,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
25,33,112.95275,22.94875,西樵镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
24,11,112.94825,22.84975,西樵镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
32,30,112.98425,22.93525,西樵镇,0,,0.0,0.0,11,4.6,1,0.0,41.49,41.49,一般地带
86,44,113.22725,22.99825,桂城街道,0,,0.0,0.0,2,3.8,1,0.0,27.96,27.96,一般地带
61,60,113.11475,23.07025,大沥镇,0,,0.0,0.0,2,3.4,1,0.0,26.36,26.36,一般地带
65,70,113.13275,23.11525,里水镇,0,,0.0,0.0,1,2.5,1,0.0,19.74,19.74,双低空白
89,51,113.24075,23.02975,桂城街道,0,,0.0,0.0,7,3.7,1,0.0,34.87,34.87,一般地带
50,60,113.06525,23.07025,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
46,53,113.04725,23.03875,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
75,57,113.17775,23.05675,桂城街道,0,,0.0,0.0,5,3.4,1,0.0,31.52,31.52,一般地带
29,14,112.97075,22.86325,九江镇,0,,0.0,0.0,3,4.17,3,0.0,36.16,36.16,一般地带
18,65,112.92125,23.09275,狮山镇,0,,0.0,0.0,1,4.1,1,0.0,26.14,26.14,一般地带
59,59,113.10575,23.06575,大沥镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
43,20,113.03375,22.89025,丹灶镇,0,,0.0,0.0,5,3.3,1,0.0,31.12,31.12,一般地带
64,90,113.12825,23.20525,里水镇,0,,0.0,0.0,1,4.3,1,0.0,26.94,26.94,一般地带
69,72,113.15075,23.12425,里水镇,0,,0.0,0.0,6,3.7,1,0.0,33.87,33.87,一般地带
21,47,112.93475,23.01175,丹灶镇,0,,0.0,0.0,1,4.1,1,0.0,26.14,26.14,一般地带
23,60,112.94375,23.07025,狮山镇,0,,0.0,0.0,1,3.9,1,0.0,25.34,25.34,一般地带
73,65,113.16875,23.09275,大沥镇,0,,0.0,0.0,10,3.3,1,0.0,35.64,35.64,一般地带
71,61,113.15975,23.07475,桂城街道,0,,0.0,0.0,6,3.8,1,0.0,34.27,34.27,一般地带
27,32,112.96175,22.94425,西樵镇,0,,0.0,0.0,8,3.7,1,0.0,35.74,35.74,一般地带
31,48,112.97975,23.01625,丹灶镇,0,,0.0,0.0,1,3.3,1,0.0,22.94,22.94,双低空白
30,58,112.97525,23.06125,狮山镇,0,,0.0,0.0,2,3.5,2,0.0,29.44,29.44,一般地带
73,66,113.16875,23.09725,里水镇,0,,0.0,0.0,68,3.3,1,0.0,49.32,49.32,一般地带
25,56,112.95275,23.05225,丹灶镇,0,,0.0,0.0,1,4.0,1,0.0,25.74,25.74,一般地带
31,43,112.97975,22.99375,丹灶镇,0,,0.0,0.0,1,4.0,1,0.0,25.74,25.74,一般地带
74,83,113.17325,23.17375,里水镇,0,,0.0,0.0,1,3.9,1,0.0,25.34,25.34,一般地带
24,68,112.94825,23.10625,狮山镇,0,,0.0,0.0,1,3.5,1,0.0,23.74,23.74,双低空白
80,71,113.20025,23.11975,大沥镇,0,,0.0,0.0,2,3.8,1,0.0,27.96,27.96,一般地带
24,17,112.94825,22.87675,西樵镇,0,,0.0,0.0,1,3.9,1,0.0,25.34,25.34,一般地带
28,72,112.96625,23.12425,狮山镇,0,,0.0,0.0,1,4.1,1,0.0,26.14,26.14,一般地带
22,45,112.93925,23.00275,西樵镇,0,,0.0,0.0,1,3.8,1,0.0,24.94,24.94,双低空白
70,106,113.15525,23.27725,里水镇,0,,0.0,0.0,1,4.4,1,0.0,27.34,27.34,一般地带
17,55,112.91675,23.04775,丹灶镇,0,,0.0,0.0,4,4.15,2,0.0,35.84,35.84,一般地带
71,54,113.15975,23.04325,桂城街道,0,,0.0,0.0,17,4.4,1,0.0,43.71,43.71,一般地带
8,17,112.87625,22.87675,西樵镇,0,,0.0,0.0,1,4.4,1,0.0,27.34,27.34,一般地带
76,67,113.18225,23.10175,里水镇,0,,0.0,0.0,9,4.4,1,0.0,39.33,39.33,一般地带
74,57,113.17325,23.05675,桂城街道,0,,0.0,0.0,4,4.4,1,0.0,34.16,34.16,一般地带
78,51,113.19125,23.02975,桂城街道,0,,0.0,0.0,3,3.9,1,0.0,30.5,30.5,一般地带
71,55,113.15975,23.04775,桂城街道,0,,0.0,0.0,5,4.4,1,0.0,35.52,35.52,一般地带
77,68,113.18675,23.10625,大沥镇,0,,0.0,0.0,3,3.75,2,0.0,32.58,32.58,一般地带
56,74,113.09225,23.13325,大沥镇,0,,0.0,0.0,3,4.3,1,0.0,32.1,32.1,一般地带
33,33,112.98875,22.94875,西樵镇,0,,0.0,0.0,5,4.03,3,0.0,38.62,38.62,一般地带
70,53,113.15525,23.03875,桂城街道,0,,0.0,0.0,35,4.0,1,0.0,47.27,47.27,一般地带
81,75,113.20475,23.13775,里水镇,0,,0.0,0.0,6,3.8,1,0.0,34.27,34.27,一般地带
79,64,113.19575,23.08825,大沥镇,0,,0.0,0.0,3,3.9,1,0.0,30.5,30.5,一般地带
58,75,113.10125,23.13775,大沥镇,0,,0.0,0.0,6,3.9,1,0.0,34.67,34.67,一般地带
66,57,113.13725,23.05675,桂城街道,0,,0.0,0.0,8,3.9,1,0.0,36.54,36.54,一般地带
68,72,113.14625,23.12425,里水镇,0,,0.0,0.0,3,3.65,2,0.0,32.18,32.18,一般地带
71,79,113.15975,23.15575,里水镇,0,,0.0,0.0,3,4.2,1,0.0,31.7,31.7,一般地带
39,25,113.01575,22.91275,九江镇,0,,0.0,0.0,5,3.8,1,0.0,33.12,33.12,一般地带
16,53,112.91225,23.03875,丹灶镇,0,,0.0,0.0,2,3.9,2,0.0,31.04,31.04,一般地带
79,86,113.19575,23.18725,里水镇,0,,0.0,0.0,11,4.0,1,0.0,39.09,39.09,一般地带
38,9,113.01125,22.84075,九江镇,0,,0.0,0.0,2,3.7,1,0.0,27.56,27.56,一般地带
64,71,113.12825,23.11975,里水镇,0,,0.0,0.0,8,4.1,1,0.0,37.34,37.34,一般地带
63,71,113.12375,23.11975,里水镇,0,,0.0,0.0,5,4.1,1,0.0,34.32,34.32,一般地带
72,53,113.16425,23.03875,桂城街道,0,,0.0,0.0,40,3.9,1,0.0,47.84,47.84,一般地带
79,51,113.19575,23.02975,桂城街道,0,,0.0,0.0,3,3.35,2,0.0,30.98,30.98,一般地带
33,63,112.98875,23.08375,狮山镇,0,,0.0,0.0,1,3.9,1,0.0,25.34,25.34,一般地带
43,56,113.03375,23.05225,狮山镇,0,,0.0,0.0,16,4.1,1,0.0,42.08,42.08,一般地带
66,55,113.13725,23.04775,桂城街道,0,,0.0,0.0,14,4.1,1,0.0,41.15,41.15,一般地带
64,59,113.12825,23.06575,桂城街道,0,,0.0,0.0,8,4.15,1,0.0,37.54,37.54,一般地带
70,84,113.15525,23.17825,里水镇,0,,0.0,0.0,4,3.7,1,0.0,31.36,31.36,一般地带
71,69,113.15975,23.11075,里水镇,0,,0.0,0.0,10,3.4,1,0.0,36.04,36.04,一般地带
77,73,113.18675,23.12875,里水镇,0,,0.0,0.0,2,4.3,1,0.0,29.96,29.96,一般地带
33,7,112.98875,22.83175,九江镇,0,,0.0,0.0,4,4.1,1,0.0,32.96,32.96,一般地带
77,51,113.18675,23.02975,桂城街道,0,,0.0,0.0,4,3.8,3,0.0,36.34,36.34,一般地带
58,76,113.10125,23.14225,大沥镇,0,,0.0,0.0,2,4.0,1,0.0,28.76,28.76,一般地带
73,48,113.16875,23.01625,桂城街道,0,,0.0,0.0,5,3.6,1,0.0,32.32,32.32,一般地带
62,73,113.11925,23.12875,大沥镇,0,,0.0,0.0,4,4.2,1,0.0,33.36,33.36,一般地带
56,56,113.09225,23.05225,大沥镇,0,,0.0,0.0,1,4.4,1,0.0,27.34,27.34,一般地带
25,28,112.95275,22.92625,西樵镇,0,,0.0,0.0,1,4.3,1,0.0,26.94,26.94,一般地带
73,57,113.16875,23.05675,桂城街道,0,,0.0,0.0,1,4.1,1,0.0,26.14,26.14,一般地带
46,56,113.04725,23.05225,狮山镇,0,,0.0,0.0,19,4.1,9,0.0,53.91,53.91,空心景点
59,65,113.10575,23.09275,大沥镇,0,,0.0,0.0,3,4.1,2,0.0,33.98,33.98,一般地带
63,59,113.12375,23.06575,桂城街道,0,,0.0,0.0,3,3.3,1,0.0,28.1,28.1,一般地带
20,19,112.93025,22.88575,西樵镇,0,,0.0,0.0,1,4.0,1,0.0,25.74,25.74,一般地带
42,63,113.02925,23.08375,狮山镇,0,,0.0,0.0,2,3.6,1,0.0,27.16,27.16,一般地带
33,34,112.98875,22.95325,西樵镇,0,,0.0,0.0,4,3.85,2,0.0,34.64,34.64,一般地带
60,68,113.11025,23.10625,大沥镇,0,,0.0,0.0,10,2.6,1,0.0,32.84,32.84,一般地带
66,53,113.13725,23.03875,桂城街道,0,,0.0,0.0,4,4.05,2,0.0,35.44,35.44,一般地带
72,50,113.16425,23.02525,桂城街道,0,,0.0,0.0,83,4.2,1,0.0,54.38,54.38,空心景点
22,27,112.93925,22.92175,西樵镇,0,,0.0,0.0,1,4.3,1,0.0,26.94,26.94,一般地带
74,80,113.17325,23.16025,里水镇,0,,0.0,0.0,4,3.7,1,0.0,31.36,31.36,一般地带
79,65,113.19575,23.09275,里水镇,0,,0.0,0.0,12,3.8,1,0.0,38.88,38.88,一般地带
75,44,113.17775,22.99825,桂城街道,0,,0.0,0.0,1,4.2,2,0.0,29.21,29.21,一般地带
73,58,113.16875,23.06125,桂城街道,0,,0.0,0.0,5,4.0,0,0.0,29.35,29.35,一般地带
70,78,113.15525,23.15125,里水镇,0,,0.0,0.0,1,4.0,1,0.0,25.74,25.74,一般地带
52,92,113.07425,23.21425,大沥镇,0,,0.0,0.0,1,4.2,1,0.0,26.54,26.54,一般地带
72,60,113.16425,23.07025,桂城街道,0,,0.0,0.0,11,4.17,1,0.0,39.77,39.77,一般地带
59,68,113.10575,23.10625,大沥镇,0,,0.0,0.0,7,3.6,1,0.0,34.47,34.47,一般地带
72,76,113.16425,23.14225,里水镇,0,,0.0,0.0,2,3.7,2,0.0,30.24,30.24,一般地带
77,64,113.18675,23.08825,里水镇,0,,0.0,0.0,1,4.0,1,0.0,25.74,25.74,一般地带
25,30,112.95275,22.93525,西樵镇,0,,0.0,0.0,8,0.0,1,0.0,20.94,20.94,双低空白
63,100,113.12375,23.25025,里水镇,0,,0.0,0.0,1,3.8,2,0.0,27.61,27.61,一般地带
44,21,113.03825,22.89475,丹灶镇,0,,0.0,0.0,1,3.9,1,0.0,25.34,25.34,一般地带
42,64,113.02925,23.08825,狮山镇,0,,0.0,0.0,6,0.0,0,0.0,14.5,14.5,双低空白
36,30,113.00225,22.93525,西樵镇,0,,0.0,0.0,1,3.9,1,0.0,25.34,25.34,一般地带
32,19,112.98425,22.88575,西樵镇,0,,0.0,0.0,3,3.5,1,0.0,28.9,28.9,一般地带
70,77,113.15525,23.14675,里水镇,0,,0.0,0.0,3,3.7,1,0.0,29.7,29.7,一般地带
17,53,112.91675,23.03875,丹灶镇,0,,0.0,0.0,2,3.5,1,0.0,26.76,26.76,一般地带
65,56,113.13275,23.05225,桂城街道,0,,0.0,0.0,3,3.8,1,0.0,30.1,30.1,一般地带
74,79,113.17325,23.15575,里水镇,0,,0.0,0.0,3,2.4,1,0.0,24.5,24.5,双低空白
48,59,113.05625,23.06575,狮山镇,0,,0.0,0.0,8,2.8,1,0.0,32.14,32.14,一般地带
69,73,113.15075,23.12875,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
61,92,113.11475,23.21425,里水镇,0,,0.0,0.0,5,4.2,1,0.0,34.72,34.72,一般地带
70,71,113.15525,23.11975,里水镇,0,,0.0,0.0,15,4.45,2,0.0,45.71,45.71,一般地带
15,72,112.90775,23.12425,狮山镇,0,,0.0,0.0,1,3.9,1,0.0,25.34,25.34,一般地带
17,25,112.91675,22.91275,西樵镇,0,,0.0,0.0,1,3.8,1,0.0,24.94,24.94,双低空白
71,50,113.15975,23.02525,桂城街道,0,,0.0,0.0,12,3.7,1,0.0,38.48,38.48,一般地带
56,89,113.09225,23.20075,狮山镇,0,,0.0,0.0,1,3.6,1,0.0,24.14,24.14,双低空白
31,84,112.97975,23.17825,狮山镇,0,,0.0,0.0,1,3.7,1,0.0,24.54,24.54,双低空白
28,45,112.96625,23.00275,丹灶镇,0,,0.0,0.0,1,3.2,1,0.0,22.54,22.54,双低空白
26,72,112.95725,23.12425,狮山镇,0,,0.0,0.0,4,3.4,1,0.0,30.16,30.16,一般地带
29,44,112.97075,22.99825,丹灶镇,0,,0.0,0.0,2,3.3,1,0.0,25.96,25.96,一般地带
29,31,112.97075,22.93975,西樵镇,0,,0.0,0.0,18,4.53,1,0.0,44.63,44.63,一般地带
57,69,113.09675,23.11075,大沥镇,0,,0.0,0.0,4,3.8,1,0.0,31.76,31.76,一般地带
45,58,113.04275,23.06125,狮山镇,0,,0.0,0.0,40,0.0,0,0.0,27.67,27.67,一般地带
58,84,113.10125,23.17825,大沥镇,0,,0.0,0.0,24,0.0,0,0.0,23.98,23.98,双低空白
65,55,113.13275,23.04775,桂城街道,0,,0.0,0.0,111,0.0,0,0.0,35.15,35.15,一般地带
78,67,113.19125,23.10175,里水镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
67,50,113.14175,23.02525,桂城街道,0,,0.0,0.0,16,0.0,0,0.0,21.11,21.11,双低空白
62,74,113.11925,23.13325,大沥镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
63,68,113.12375,23.10625,里水镇,0,,0.0,0.0,11,0.0,0,0.0,18.51,18.51,双低空白
40,6,113.02025,22.82725,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
39,26,113.01575,22.91725,丹灶镇,0,,0.0,0.0,19,0.0,0,0.0,22.32,22.32,双低空白
53,95,113.07875,23.22775,狮山镇,0,,0.0,0.0,19,0.0,0,0.0,22.32,22.32,双低空白
17,54,112.91675,23.04325,丹灶镇,0,,0.0,0.0,40,0.0,0,0.0,27.67,27.67,一般地带
74,60,113.17325,23.07025,桂城街道,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
56,64,113.09225,23.08825,大沥镇,0,,0.0,0.0,7,0.0,0,0.0,15.49,15.49,双低空白
68,92,113.14625,23.21425,里水镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
55,59,113.08775,23.06575,大沥镇,0,,0.0,0.0,8,0.0,0,0.0,16.37,16.37,双低空白
66,52,113.13725,23.03425,桂城街道,0,,0.0,0.0,28,0.0,0,0.0,25.09,25.09,一般地带
40,23,113.02025,22.90375,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
37,63,113.00675,23.08375,狮山镇,0,,0.0,0.0,6,0.0,0,0.0,14.5,14.5,双低空白
38,63,113.01125,23.08375,狮山镇,0,,0.0,0.0,19,0.0,0,0.0,22.32,22.32,双低空白
32,77,112.98425,23.14675,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
62,93,113.11925,23.21875,大沥镇,0,,0.0,0.0,7,0.0,0,0.0,15.49,15.49,双低空白
73,64,113.16875,23.08825,大沥镇,0,,0.0,0.0,20,0.0,0,0.0,22.68,22.68,双低空白
78,75,113.19125,23.13775,里水镇,0,,0.0,0.0,16,0.0,0,0.0,21.11,21.11,双低空白
72,79,113.16425,23.15575,里水镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
76,65,113.18225,23.09275,里水镇,0,,0.0,0.0,59,0.0,0,0.0,30.5,30.5,一般地带
70,68,113.15525,23.10625,里水镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
58,62,113.10125,23.07925,大沥镇,0,,0.0,0.0,14,0.0,0,0.0,20.18,20.18,双低空白
4,14,112.85825,22.86325,西樵镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
17,21,112.91675,22.89475,西樵镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
69,51,113.15075,23.02975,桂城街道,0,,0.0,0.0,27,0.0,0,0.0,24.82,24.82,双低空白
13,50,112.89875,23.02525,丹灶镇,0,,0.0,0.0,14,0.0,0,0.0,20.18,20.18,双低空白
63,58,113.12375,23.06125,桂城街道,0,,0.0,0.0,7,0.0,0,0.0,15.49,15.49,双低空白
7,13,112.87175,22.85875,西樵镇,0,,0.0,0.0,2,0.0,9,0.0,23.38,23.38,双低空白
29,15,112.97075,22.86775,九江镇,0,,0.0,0.0,1,0.0,4,0.0,15.79,15.79,双低空白
11,46,112.88975,23.00725,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
29,84,112.97075,23.17825,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
59,63,113.10575,23.08375,大沥镇,0,,0.0,0.0,6,0.0,0,0.0,14.5,14.5,双低空白
19,39,112.92575,22.97575,丹灶镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
34,81,112.99325,23.16475,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
31,32,112.97975,22.94425,丹灶镇,0,,0.0,0.0,170,4.2,0,0.0,55.11,55.11,空心景点
31,33,112.97975,22.94875,西樵镇,0,,0.0,0.0,26,0.0,0,0.0,24.55,24.55,双低空白
80,50,113.20025,23.02525,桂城街道,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
81,53,113.20475,23.03875,桂城街道,0,,0.0,0.0,16,0.0,0,0.0,21.11,21.11,双低空白
81,52,113.20475,23.03425,桂城街道,0,,0.0,0.0,17,0.0,0,0.0,21.53,21.53,双低空白
27,63,112.96175,23.08375,丹灶镇,0,,0.0,0.0,41,0.0,5,0.0,39.67,39.67,一般地带
40,9,113.02025,22.84075,丹灶镇,0,,0.0,0.0,19,0.0,0,0.0,22.32,22.32,双低空白
58,83,113.10125,23.17375,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
61,71,113.11475,23.11975,大沥镇,0,,0.0,0.0,8,0.0,0,0.0,16.37,16.37,双低空白
58,72,113.10125,23.12425,大沥镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
30,81,112.97525,23.16475,狮山镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
59,62,113.10575,23.07925,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
17,37,112.91675,22.96675,西樵镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
43,5,113.03375,22.82275,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
52,74,113.07425,23.13325,大沥镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
74,88,113.17325,23.19625,里水镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
66,83,113.13725,23.17375,里水镇,0,,0.0,0.0,12,0.0,0,0.0,19.11,19.11,双低空白
77,71,113.18675,23.11975,大沥镇,0,,0.0,0.0,17,0.0,0,0.0,21.53,21.53,双低空白
65,71,113.13275,23.11975,里水镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
80,73,113.20025,23.12875,里水镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
18,69,112.92125,23.11075,丹灶镇,0,,0.0,0.0,29,0.0,0,0.0,25.34,25.34,一般地带
64,56,113.12825,23.05225,桂城街道,0,,0.0,0.0,224,0.0,0,0.0,40.35,40.35,一般地带
65,54,113.13275,23.04325,桂城街道,0,,0.0,0.0,66,0.0,0,0.0,31.33,31.33,一般地带
59,60,113.10575,23.07025,大沥镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
64,63,113.12825,23.08375,里水镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
36,58,113.00225,23.06125,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
66,61,113.13725,23.07475,桂城街道,0,,0.0,0.0,11,0.0,0,0.0,18.51,18.51,双低空白
29,34,112.97075,22.95325,西樵镇,0,,0.0,0.0,6,0.0,0,0.0,14.5,14.5,双低空白
8,18,112.87625,22.88125,西樵镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
57,65,113.09675,23.09275,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
80,48,113.20025,23.01625,桂城街道,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
27,92,112.96175,23.21425,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
31,34,112.97975,22.95325,西樵镇,0,,0.0,0.0,82,0.0,0,0.0,32.92,32.92,一般地带
15,33,112.90775,22.94875,西樵镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
